trade_id,india_vix,cpra_grade,historical_fail_rate,trade_size_inr,epi_flag,peak_margin_utilization,settlement_fail
TXN-IN-100090,15.89,CPRA_1,0.00197,399451.42,0,0.598,0
TXN-IN-100091,20.06,CPRA_3,0.0419,245521.71,1,0.3822,0
TXN-IN-100092,18.66,CPRA_3,0.02881,47474.42,0,0.8069,0
TXN-IN-100093,12.99,CPRA_3,0.02675,418303.6,0,1.4096,0
TXN-IN-100094,30.26,CPRA_1,0.00098,77657.17,1,0.7653,0
TXN-IN-100095,16.01,CPRA_1,0.00148,61137.42,0,0.5595,0
TXN-IN-100096,13.61,CPRA_1,0.00361,133563.53,1,0.6884,0
TXN-IN-100097,21.41,CPRA_2,0.00878,574828.99,0,0.4577,0
TXN-IN-100098,17.69,CPRA_3,0.03239,322358.97,0,0.6772,0
TXN-IN-100099,19.52,CPRA_3,0.04508,562107.73,0,0.581,1
TXN-IN-100100,18.18,CPRA_1,0.00414,10374436.03,0,0.676,0
TXN-IN-100101,11.84,CPRA_1,0.00047,149621.16,0,0.7286,0
TXN-IN-100102,14.37,CPRA_1,0.00036,330808.94,1,0.7681,0
TXN-IN-100103,14.26,CPRA_2,0.016,206468.85,1,0.4087,0
TXN-IN-100104,23.31,CPRA_1,0.00294,115885.76,1,0.6859,0
TXN-IN-100105,17.87,CPRA_1,0.00248,165028.16,1,0.7188,0
TXN-IN-100106,20.42,CPRA_2,0.01267,47121.94,0,0.569,0
TXN-IN-100107,16.23,CPRA_1,0.00483,145581.7,0,0.8758,0
TXN-IN-100108,20.73,CPRA_2,0.01474,61329.81,0,0.403,0
TXN-IN-100109,16.99,CPRA_1,0.00222,15715.67,0,0.5829,0
TXN-IN-100110,16.68,CPRA_2,0.01879,161215.86,0,0.3441,0
TXN-IN-100111,18.63,CPRA_1,0.00031,12005.91,0,0.8251,0
TXN-IN-100112,18.17,CPRA_1,0.00178,692165.48,1,0.325,0
TXN-IN-100113,39.26,CPRA_1,0.00051,117527.66,0,0.4011,0
TXN-IN-100114,14.34,CPRA_3,0.03601,225877.42,1,0.7682,0
TXN-IN-100115,12.79,CPRA_1,0.00272,47343.86,1,0.8079,0
TXN-IN-100116,19.39,CPRA_1,0.00221,345786.19,0,0.8558,0
TXN-IN-100117,14.73,CPRA_1,0.00059,54389.42,1,0.6887,0
TXN-IN-100118,11.73,CPRA_1,0.00411,216236.36,0,0.6423,0
TXN-IN-100119,13.73,CPRA_1,0.0005,42447.12,1,0.6645,0
TXN-IN-100120,35.52,CPRA_1,0.00294,72695.11,0,0.985,0
TXN-IN-100121,14.26,CPRA_1,0.00204,266234.0,0,0.6211,0
TXN-IN-100122,12.25,CPRA_2,0.00972,543603.53,1,0.4576,0
TXN-IN-100123,34.58,CPRA_2,0.01319,15376.37,1,0.669,0
TXN-IN-100124,13.64,CPRA_1,0.00393,249545.16,0,0.6112,0
TXN-IN-100125,44.53,CPRA_2,0.01016,120473.33,0,0.7908,0
TXN-IN-100126,16.07,CPRA_1,0.00301,65267.29,0,0.3988,0
TXN-IN-100127,30.31,CPRA_2,0.0115,1543651.74,1,0.9335,0
TXN-IN-100128,16.58,CPRA_1,0.00206,453608.63,1,0.1845,0
TXN-IN-100129,20.09,CPRA_3,0.01836,379224.72,0,0.6472,0
TXN-IN-100130,17.08,CPRA_3,0.01814,27330.62,1,0.6515,0
TXN-IN-100131,16.62,CPRA_1,0.0041,1559946.42,1,0.6072,0
TXN-IN-100132,18.93,CPRA_2,0.0092,194831.61,1,0.4588,0
TXN-IN-100133,20.32,CPRA_1,0.00248,45706.49,0,0.4621,0
TXN-IN-100134,18.51,CPRA_1,0.00087,81943.96,0,0.615,0
TXN-IN-100135,17.98,CPRA_1,0.00495,2230212.86,0,0.7308,0
TXN-IN-100136,14.76,CPRA_2,0.01179,1814082.54,0,0.4209,0
TXN-IN-100137,17.25,CPRA_1,0.00204,1717283.35,0,0.7294,0
TXN-IN-100138,28.81,CPRA_2,0.0106,86599.25,1,0.6122,0
TXN-IN-100139,14.62,CPRA_1,0.00094,254281.72,0,0.7185,0
TXN-IN-100140,19.09,CPRA_3,0.03462,30906.82,0,1.0856,0
TXN-IN-100141,25.45,CPRA_3,0.0391,191251.7,1,0.697,0
TXN-IN-100142,20.37,CPRA_2,0.01813,29762.84,0,0.4614,0
TXN-IN-100143,23.39,CPRA_1,0.00242,441673.08,1,0.458,0
TXN-IN-100144,13.6,CPRA_2,0.02092,470858.59,0,0.6668,0
TXN-IN-100145,19.1,CPRA_1,0.00342,52931.05,0,0.8577,0
TXN-IN-100146,16.38,CPRA_1,0.00439,156196.32,1,0.8123,0
TXN-IN-100147,16.56,CPRA_1,0.0004,72250.26,0,0.4165,0
TXN-IN-100148,27.87,CPRA_1,0.00401,35103.45,0,0.6393,0
TXN-IN-100149,16.62,CPRA_1,0.00069,1502654.47,1,0.7619,0
TXN-IN-100150,19.28,CPRA_1,0.00356,42583.19,0,0.4855,0
TXN-IN-100151,12.25,CPRA_2,0.01633,282093.84,1,0.5233,0
TXN-IN-100152,30.3,CPRA_1,0.00441,1127007.37,0,1.2662,0
TXN-IN-100153,22.93,CPRA_1,0.00119,79948.46,0,0.6851,0
TXN-IN-100154,17.42,CPRA_1,0.0037,103298.72,1,0.7571,0
TXN-IN-100155,16.21,CPRA_2,0.01595,500322.56,1,0.5851,0
TXN-IN-100156,21.01,CPRA_2,0.01061,1912094.86,0,0.6716,0
TXN-IN-100157,25.33,CPRA_2,0.00862,38697.22,0,0.2985,0
TXN-IN-100158,30.46,CPRA_2,0.01153,461755.36,1,1.0648,0
TXN-IN-100159,22.67,CPRA_1,0.00132,288623.78,0,0.6224,0
TXN-IN-100160,18.05,CPRA_1,0.00118,705989.88,0,0.8752,0
TXN-IN-100161,23.86,CPRA_1,0.00056,124092.29,0,0.3576,0
TXN-IN-100162,22.35,CPRA_3,0.02878,824338.68,0,0.5939,1
TXN-IN-100163,18.07,CPRA_1,0.00049,7373012.95,1,0.7743,0
TXN-IN-100164,22.13,CPRA_2,0.01447,559434.39,0,0.6248,0
TXN-IN-100165,21.99,CPRA_1,0.00276,43225.97,1,0.6769,0
TXN-IN-100166,17.4,CPRA_1,0.0036,266511.88,0,0.5161,0
TXN-IN-100167,15.48,CPRA_2,0.01346,1122774.12,0,0.5389,0
TXN-IN-100168,21.37,CPRA_2,0.01756,80666.0,0,0.749,0
TXN-IN-100169,13.87,CPRA_1,0.00219,69287.47,1,0.7624,0
TXN-IN-100170,13.34,CPRA_1,0.00402,213762.05,0,0.496,0
TXN-IN-100171,19.37,CPRA_1,0.00291,205945.03,1,0.6432,0
TXN-IN-100172,21.18,CPRA_1,0.00372,11059401.91,0,0.7856,0
TXN-IN-100173,19.33,CPRA_2,0.0212,216907.23,1,0.6897,0
TXN-IN-100174,19.97,CPRA_1,0.00299,86839.64,1,0.7658,0
TXN-IN-100175,21.07,CPRA_1,0.00483,757684.85,1,0.6073,0
TXN-IN-100176,27.91,CPRA_4,0.08102,21734.72,0,0.5343,1
TXN-IN-100177,22.8,CPRA_1,0.00329,260369.93,1,0.7189,0
TXN-IN-100178,22.57,CPRA_1,0.00047,85945.5,1,0.7296,0
TXN-IN-100179,18.93,CPRA_2,0.01642,308133.93,1,0.6513,0
TXN-IN-100180,19.14,CPRA_3,0.03481,47344.75,0,0.7409,0
TXN-IN-100181,17.02,CPRA_2,0.01613,624950.23,1,0.447,0
TXN-IN-100182,19.79,CPRA_1,0.00459,891190.56,0,0.6389,0
TXN-IN-100183,13.74,CPRA_2,0.00454,262635.51,0,0.4667,0
TXN-IN-100184,27.96,CPRA_2,0.02194,17207.03,1,0.5584,0
TXN-IN-100185,14.43,CPRA_1,0.00054,2171218.94,0,0.7951,0
TXN-IN-100186,22.79,CPRA_2,0.01807,140324.94,0,0.6146,0
TXN-IN-100187,26.6,CPRA_1,0.00186,408709.01,1,0.3567,0
TXN-IN-100188,22.77,CPRA_1,0.00162,484122.57,0,0.6635,0
TXN-IN-100189,36.9,CPRA_1,0.00191,158124.94,0,0.9277,0
TXN-IN-100190,11.9,CPRA_3,0.02819,210203.85,1,0.241,0
TXN-IN-100191,15.71,CPRA_1,0.00491,64194.11,1,0.7133,0
TXN-IN-100192,26.44,CPRA_3,0.03021,32877.01,1,0.4582,0
TXN-IN-100193,13.25,CPRA_3,0.03809,54036.06,1,0.4181,0
TXN-IN-100194,14.52,CPRA_2,0.01335,343837.73,0,0.5262,0
TXN-IN-100195,20.64,CPRA_1,0.00345,1311018.73,0,0.3863,0
TXN-IN-100196,17.99,CPRA_3,0.02544,349707.26,1,0.5556,0
TXN-IN-100197,20.24,CPRA_2,0.00877,2817999.32,0,0.7251,0
TXN-IN-100198,18.42,CPRA_1,0.00095,661560.12,0,0.3983,0
TXN-IN-100199,18.91,CPRA_1,0.00041,379493.74,0,0.8481,0
TXN-IN-100200,14.82,CPRA_1,0.00459,1204997.14,0,0.7204,0
TXN-IN-100201,18.74,CPRA_3,0.03483,170026.06,0,0.7339,0
TXN-IN-100202,15.96,CPRA_3,0.03785,695343.73,0,0.4069,0
TXN-IN-100203,16.5,CPRA_1,0.00428,232253.99,0,0.8137,0
TXN-IN-100204,22.68,CPRA_2,0.00738,337011.97,1,0.5904,0
TXN-IN-100205,13.15,CPRA_1,0.00198,376582.6,1,0.5788,0
TXN-IN-100206,11.54,CPRA_1,0.00168,61283.61,0,0.7349,0
TXN-IN-100207,22.12,CPRA_2,0.01279,97569.62,0,0.6328,0
TXN-IN-100208,18.74,CPRA_2,0.01576,2702395.66,0,0.2035,0
TXN-IN-100209,26.59,CPRA_1,0.00217,5000.0,1,0.807,0
TXN-IN-100210,14.6,CPRA_1,0.00274,63557.67,0,0.5637,0
TXN-IN-100211,17.25,CPRA_3,0.02815,2470217.57,0,0.5926,0
TXN-IN-100212,18.18,CPRA_1,0.00078,45626.69,0,0.8919,0
TXN-IN-100213,15.2,CPRA_3,0.02763,897656.12,0,0.579,0
TXN-IN-100214,14.23,CPRA_1,0.00094,86897.44,0,0.4995,0
TXN-IN-100215,22.5,CPRA_1,0.00066,1552140.81,1,0.3855,0
TXN-IN-100216,12.96,CPRA_1,0.00027,725915.01,0,0.7085,0
TXN-IN-100217,13.79,CPRA_1,0.00183,672716.99,1,0.7106,0
TXN-IN-100218,17.1,CPRA_3,0.03726,289631.75,0,0.5691,0
TXN-IN-100219,23.4,CPRA_2,0.01001,261035.52,1,0.4742,0
TXN-IN-100220,15.42,CPRA_2,0.02132,35704.89,1,0.5965,0
TXN-IN-100221,14.99,CPRA_1,0.00152,123146.73,1,0.4727,0
TXN-IN-100222,16.83,CPRA_1,0.0016,13047.1,0,0.6338,0
TXN-IN-100223,19.66,CPRA_1,0.00231,81389.05,0,0.5512,0
TXN-IN-100224,16.17,CPRA_3,0.03594,694087.73,0,0.6781,0
TXN-IN-100225,24.45,CPRA_3,0.03336,632474.53,0,0.7844,0
TXN-IN-100226,24.83,CPRA_2,0.01667,14964.4,0,0.3678,0
TXN-IN-100227,17.1,CPRA_2,0.01182,193602.65,1,0.7966,0
TXN-IN-100228,32.61,CPRA_2,0.00388,592104.39,0,0.721,0
TXN-IN-100229,18.07,CPRA_2,0.01473,20617.64,0,0.7906,0
TXN-IN-100230,24.53,CPRA_1,0.00399,1080038.99,0,0.5191,0
TXN-IN-100231,19.49,CPRA_3,0.02654,252667.65,0,1.2716,0
TXN-IN-100232,19.39,CPRA_1,0.00243,744445.0,1,0.5112,0
TXN-IN-100233,12.54,CPRA_1,0.00418,168099.4,1,0.4283,0
TXN-IN-100234,13.59,CPRA_1,0.00324,62425.3,0,0.5326,0
TXN-IN-100235,16.38,CPRA_1,0.00292,45295.21,1,0.5629,0
TXN-IN-100236,24.76,CPRA_1,0.00499,149407.0,0,0.5589,0
TXN-IN-100237,19.58,CPRA_1,0.00328,1378641.93,0,0.6659,0
TXN-IN-100238,16.42,CPRA_1,0.00065,2905390.63,1,0.4029,0
TXN-IN-100239,21.25,CPRA_1,0.00103,129317.03,1,0.6477,0
TXN-IN-100240,24.43,CPRA_1,0.00087,1814291.82,0,0.5265,0
TXN-IN-100241,17.75,CPRA_1,0.00266,1241448.11,0,0.4937,0
TXN-IN-100242,18.88,CPRA_1,0.00059,222283.13,1,0.5717,0
TXN-IN-100243,18.18,CPRA_1,0.00443,536946.24,0,0.6245,0
TXN-IN-100244,17.44,CPRA_1,0.00202,58316.5,1,0.2243,0
TXN-IN-100245,14.57,CPRA_3,0.017,430215.73,1,0.6926,0
TXN-IN-100246,14.34,CPRA_1,0.00061,3640959.23,1,0.5851,0
TXN-IN-100247,21.21,CPRA_1,0.00037,90183.72,0,0.5581,0
TXN-IN-100248,24.6,CPRA_2,0.00863,57132.68,0,0.4387,0
TXN-IN-100249,16.41,CPRA_1,0.0026,377142.37,0,0.5019,0
TXN-IN-100250,16.31,CPRA_2,0.00658,663150.7,0,0.3509,0
TXN-IN-100251,12.14,CPRA_1,0.00195,870833.55,0,0.6621,0
TXN-IN-100252,11.91,CPRA_1,0.00366,22525.53,1,0.5923,0
TXN-IN-100253,26.91,CPRA_2,0.02004,15024.43,1,0.4778,0
TXN-IN-100254,14.77,CPRA_1,0.00088,21961.47,0,0.675,0
TXN-IN-100255,38.04,CPRA_1,0.00131,390205.6,1,1.0276,0
TXN-IN-100256,15.33,CPRA_1,0.0021,327505.18,1,0.6707,0
TXN-IN-100257,12.6,CPRA_2,0.00542,33336.85,1,0.4944,0
TXN-IN-100258,18.22,CPRA_4,0.07201,72192.34,1,0.4676,0
TXN-IN-100259,22.41,CPRA_1,0.00416,50573.78,0,0.4987,0
TXN-IN-100260,21.57,CPRA_1,0.00223,2329525.41,0,0.6314,0
TXN-IN-100261,23.17,CPRA_2,0.01123,399426.71,0,0.728,0
TXN-IN-100262,13.99,CPRA_1,0.00098,56049.25,0,0.5755,0
TXN-IN-100263,26.66,CPRA_1,0.00035,600605.08,0,0.5908,0
TXN-IN-100264,27.26,CPRA_1,0.00302,1138653.01,0,0.7156,0
TXN-IN-100265,27.72,CPRA_1,0.00126,52364.52,0,0.7095,0
TXN-IN-100266,19.07,CPRA_1,0.00295,28303.43,0,0.5399,0
TXN-IN-100267,16.09,CPRA_4,0.10535,249559.38,0,0.716,1
TXN-IN-100268,15.75,CPRA_2,0.00962,27436.7,1,0.5509,0
TXN-IN-100269,12.59,CPRA_1,0.00399,100599.18,1,0.8133,0
TXN-IN-100270,15.4,CPRA_2,0.01685,103168.09,1,0.7139,0
TXN-IN-100271,11.48,CPRA_1,0.00397,151186.01,1,0.6081,0
TXN-IN-100272,12.37,CPRA_1,0.00428,322100.18,1,0.4966,0
TXN-IN-100273,19.01,CPRA_1,0.00348,482408.61,1,0.6871,0
TXN-IN-100274,16.55,CPRA_1,0.00492,1139545.31,0,0.6618,0
TXN-IN-100275,18.77,CPRA_1,0.0031,99571.64,0,0.614,0
TXN-IN-100276,21.83,CPRA_4,0.12613,58157.78,0,0.7076,1
TXN-IN-100277,19.8,CPRA_2,0.01086,169357.29,0,0.64,0
TXN-IN-100278,19.29,CPRA_2,0.01976,18302.46,0,0.7639,0
TXN-IN-100279,17.3,CPRA_1,0.00392,1024261.37,1,0.5214,0
TXN-IN-100280,14.65,CPRA_1,0.00421,255200.5,1,0.857,0
TXN-IN-100281,13.27,CPRA_2,0.00616,275519.89,0,0.6901,0
TXN-IN-100282,15.5,CPRA_1,0.00126,19026.1,0,0.7381,0
TXN-IN-100283,17.38,CPRA_1,0.00193,32088.78,1,0.7673,0
TXN-IN-100284,17.97,CPRA_2,0.01017,54336.78,0,0.5464,0
TXN-IN-100285,23.19,CPRA_3,0.02592,2841614.12,0,0.7886,0
TXN-IN-100286,16.96,CPRA_1,0.00374,378047.62,0,0.3972,0
TXN-IN-100287,20.79,CPRA_1,0.00415,554268.64,1,0.5497,0
TXN-IN-100288,12.82,CPRA_3,0.04116,71506.34,1,0.3903,0
TXN-IN-100289,19.09,CPRA_1,0.00213,746046.03,1,0.4228,0
TXN-IN-100290,18.7,CPRA_2,0.01194,141806.35,0,0.6814,0
TXN-IN-100291,26.67,CPRA_3,0.01979,173948.7,0,1.3992,0
TXN-IN-100292,16.55,CPRA_1,0.00256,359570.61,1,0.7101,0
TXN-IN-100293,16.38,CPRA_2,0.01522,1261732.25,0,0.6187,0
TXN-IN-100294,21.88,CPRA_3,0.03111,455928.74,0,1.3642,0
TXN-IN-100295,13.44,CPRA_1,0.00414,3591945.58,0,0.4055,0
TXN-IN-100296,18.95,CPRA_4,0.11208,2873246.06,0,0.6671,1
TXN-IN-100297,13.32,CPRA_4,0.12401,1236654.25,1,1.4471,0
TXN-IN-100298,31.25,CPRA_1,0.00417,264102.37,0,0.7065,0
TXN-IN-100299,15.84,CPRA_1,0.00409,1874827.77,1,0.7424,0
TXN-IN-100300,13.18,CPRA_1,0.00163,45100.03,0,0.6862,0
TXN-IN-100301,15.47,CPRA_2,0.01404,11622.86,0,0.5291,0
TXN-IN-100302,18.98,CPRA_3,0.03314,455634.5,0,0.653,0
TXN-IN-100303,20.59,CPRA_4,0.15522,1211850.48,1,0.4803,0
TXN-IN-100304,26.14,CPRA_1,0.00304,36258.07,1,0.8213,0
TXN-IN-100305,15.05,CPRA_2,0.00735,42160.08,0,0.5459,0
TXN-IN-100306,22.21,CPRA_4,0.0944,551525.14,0,0.703,1
TXN-IN-100307,12.37,CPRA_1,0.00471,266522.9,0,0.511,0
TXN-IN-100308,13.81,CPRA_1,0.00153,235097.63,0,0.6493,0
TXN-IN-100309,12.87,CPRA_1,0.00295,425436.46,1,0.4169,0
TXN-IN-100310,14.48,CPRA_2,0.01511,1280222.88,1,0.5106,0
TXN-IN-100311,21.88,CPRA_1,0.00495,89019.8,0,0.6317,0
TXN-IN-100312,15.13,CPRA_1,0.00135,130793.62,1,0.4849,0
TXN-IN-100313,15.78,CPRA_3,0.02779,280109.35,1,0.5645,0
TXN-IN-100314,19.13,CPRA_1,0.00448,77299.42,1,0.4767,0
TXN-IN-100315,20.31,CPRA_1,0.00176,30183.76,0,0.3965,0
TXN-IN-100316,15.89,CPRA_4,0.09554,342139.71,1,0.6613,0
TXN-IN-100317,13.79,CPRA_1,0.00053,8934.08,0,0.6385,0
TXN-IN-100318,29.17,CPRA_2,0.01336,118559.86,1,0.6314,0
TXN-IN-100319,15.92,CPRA_1,0.00215,118603.88,0,0.5438,0
TXN-IN-100320,16.31,CPRA_1,0.00089,150794.45,0,0.5617,0
TXN-IN-100321,16.83,CPRA_1,0.00499,16474.2,0,0.7749,0
TXN-IN-100322,20.99,CPRA_1,0.00028,103173.89,0,0.6251,0
TXN-IN-100323,12.72,CPRA_2,0.00645,156421.34,0,0.533,0
TXN-IN-100324,33.72,CPRA_1,0.00389,244805.48,1,1.3423,0
TXN-IN-100325,16.19,CPRA_1,0.00419,186859.74,0,0.771,0
TXN-IN-100326,21.22,CPRA_3,0.03196,257302.38,0,0.5597,0
TXN-IN-100327,13.21,CPRA_1,0.00156,59347.44,0,0.7726,0
TXN-IN-100328,18.56,CPRA_1,0.00453,51645.65,0,0.5974,0
TXN-IN-100329,31.52,CPRA_1,0.00293,43011.08,0,0.5856,0
TXN-IN-100330,29.71,CPRA_3,0.03754,228233.76,0,0.6248,1
TXN-IN-100331,21.04,CPRA_3,0.03135,1415171.96,0,0.637,0
TXN-IN-100332,14.29,CPRA_1,0.00455,6423.38,0,0.5935,0
TXN-IN-100333,25.62,CPRA_1,0.00052,1353016.76,0,0.704,0
TXN-IN-100334,12.36,CPRA_1,0.00185,2053539.86,0,0.3375,0
TXN-IN-100335,14.19,CPRA_4,0.14627,7388.35,0,1.415,1
TXN-IN-100336,17.33,CPRA_2,0.02079,1142169.95,1,0.5577,0
TXN-IN-100337,12.49,CPRA_2,0.01665,403044.62,1,0.6918,0
TXN-IN-100338,15.46,CPRA_1,0.00099,346634.0,1,0.7674,0
TXN-IN-100339,22.37,CPRA_1,0.00234,442973.85,1,0.4278,0
TXN-IN-100340,14.78,CPRA_1,0.00241,17371.27,0,0.5518,0
TXN-IN-100341,22.73,CPRA_1,0.0016,134576.3,1,0.2651,0
TXN-IN-100342,37.57,CPRA_1,0.0036,28954.79,0,0.9662,0
TXN-IN-100343,19.81,CPRA_1,0.00451,260336.16,0,0.6728,0
TXN-IN-100344,22.59,CPRA_1,0.00319,5000.0,0,0.4159,0
TXN-IN-100345,25.95,CPRA_2,0.01354,423027.25,0,0.5053,0
