trade_id,india_vix,cpra_grade,historical_fail_rate,trade_size_inr,epi_flag,peak_margin_utilization,settlement_fail
TXN-IN-100034,13.2,CPRA_1,0.00313,600665.96,0,0.8930416556254479,0
TXN-IN-100035,14.14,CPRA_1,0.00144,329510.49,1,0.722867453612981,0
TXN-IN-100036,18.45,CPRA_3,0.0259,555351.98,0,0.6722316613167274,0
TXN-IN-100037,15.83,CPRA_1,0.00207,36398.42,1,0.5148524140497424,0
TXN-IN-100038,21.29,CPRA_1,0.00418,91610.95,1,0.38707173898453306,0
TXN-IN-100039,20.23,CPRA_1,0.00144,146530.35,0,0.6169801892514134,0
TXN-IN-100040,16.09,CPRA_1,0.00071,106020.72,0,0.7811039729561504,0
TXN-IN-100041,13.39,CPRA_1,0.00358,1022786.57,0,0.6815305690648823,0
TXN-IN-100042,15.67,CPRA_1,0.00391,874435.65,0,0.5527988086510751,0
TXN-IN-100043,20.37,CPRA_1,0.00163,768634.38,0,0.5719140902401252,0
TXN-IN-100044,21.55,CPRA_1,0.00229,445683.25,0,0.5608987921660884,0
TXN-IN-100045,15.85,CPRA_1,0.00309,288387.5,0,0.8113634256371534,0
TXN-IN-100046,12.37,CPRA_1,0.00125,660716.89,0,0.753985231080059,0
TXN-IN-100047,13.09,CPRA_3,0.04218,155191.38,1,0.4731042095840245,0
TXN-IN-100048,19.88,CPRA_1,0.0026,157225.93,0,0.5476727044773082,0
TXN-IN-100049,16.03,CPRA_1,0.00362,256761.21,1,0.4340015730073309,0
TXN-IN-100050,16.12,CPRA_2,0.0119,158910.6,0,0.46322658804043937,0
TXN-IN-100051,14.09,CPRA_2,0.0116,126912.09,1,0.5294155346364965,0
TXN-IN-100052,14.05,CPRA_1,0.00289,71673.09,0,0.6165205204063127,0
TXN-IN-100053,22.76,CPRA_1,0.00356,42307.95,0,0.6574151246287913,0
TXN-IN-100054,20.09,CPRA_2,0.01157,88481.97,0,0.5654215199937078,0
TXN-IN-100055,15.2,CPRA_3,0.03324,124708.8,0,0.7799570619969991,0
TXN-IN-100056,18.08,CPRA_2,0.01402,113737.9,0,0.4531640995962502,0
TXN-IN-100057,18.93,CPRA_1,0.00205,69642.01,0,0.8310264824516619,0
TXN-IN-100058,29.08,CPRA_1,0.00106,758457.4,0,0.5875802439718487,0
TXN-IN-100059,13.84,CPRA_2,0.01193,239596.68,0,0.7042075946928652,0
TXN-IN-100060,18.86,CPRA_1,0.0025,888001.76,0,0.8568593530797954,0
TXN-IN-100061,22.72,CPRA_3,0.02702,2234075.68,1,0.6005501151242909,0
TXN-IN-100062,27.79,CPRA_1,0.00109,42236.52,1,0.6695894017415299,0
TXN-IN-100063,15.04,CPRA_3,0.03753,145002.98,0,1.2214400341151899,0
TXN-IN-100064,15.98,CPRA_2,0.00793,723557.55,0,0.41080449366839283,0
TXN-IN-100065,21.35,CPRA_3,0.02327,31305.81,0,0.7451591632519506,0
TXN-IN-100066,12.77,CPRA_3,0.03781,261652.17,1,0.638372326267596,0
TXN-IN-100067,19.38,CPRA_1,0.00354,172558.16,1,0.5902924957548906,0
TXN-IN-100068,33.1,CPRA_2,0.01221,308911.61,1,0.9293082901136678,0
TXN-IN-100069,19.97,CPRA_1,0.00042,5370.46,1,0.49254319380670597,0
TXN-IN-100070,11.74,CPRA_1,0.00468,6442077.47,0,0.3809210597846981,0
TXN-IN-100071,14.46,CPRA_1,0.00275,175727.19,1,0.7655859364181159,0
TXN-IN-100072,15.14,CPRA_2,0.01656,20697.74,0,0.600724417247698,0
TXN-IN-100073,24.44,CPRA_1,0.00073,407219.05,1,0.746264931876319,0
TXN-IN-100074,16.97,CPRA_3,0.02747,119189.65,0,0.26694144458749947,0
TXN-IN-100075,12.39,CPRA_3,0.02905,14634.03,0,1.11013369799665,0
TXN-IN-100076,17.46,CPRA_4,0.09254,2353529.52,0,0.8175613614904859,1
TXN-IN-100077,18.38,CPRA_1,0.00378,336092.28,0,0.5014782776836884,0
TXN-IN-100078,15.55,CPRA_1,0.00016,129700.31,0,0.5067181509514486,0
TXN-IN-100079,14.0,CPRA_3,0.025,185164.05,0,0.5687257208898211,0
TXN-IN-100080,34.57,CPRA_1,0.00493,273002.06,0,0.871874239676062,0
TXN-IN-100081,22.75,CPRA_2,0.01862,34609.85,1,0.46670466566558955,0
TXN-IN-100082,23.42,CPRA_1,0.00407,471846.31,0,0.6494768323624991,0
TXN-IN-100083,16.98,CPRA_1,0.00136,191088.9,0,0.4334070076433205,0
TXN-IN-100084,14.99,CPRA_3,0.03346,50073.73,0,0.5924548324150882,0
TXN-IN-100085,15.72,CPRA_2,0.01647,8321650.84,0,0.6368248603367513,0
TXN-IN-100086,13.19,CPRA_1,0.00268,59950.89,0,0.6553788467171623,0
TXN-IN-100087,28.86,CPRA_2,0.01357,762999.86,0,1.2103157165482232,0
TXN-IN-100088,17.15,CPRA_1,0.0036,663504.49,1,0.6775246355600174,0
TXN-IN-100089,26.41,CPRA_2,0.02304,144219.93,1,0.7333823618561306,0
TXN-IN-100090,15.89,CPRA_1,0.00197,399451.42,0,0.5803446545722794,0
TXN-IN-100091,20.06,CPRA_3,0.0419,245521.71,1,0.34446679718964335,0
TXN-IN-100092,18.66,CPRA_3,0.02881,47474.42,0,0.7851919494554676,0
TXN-IN-100093,12.99,CPRA_3,0.02675,418303.6,0,1.334471729947233,0
TXN-IN-100094,30.26,CPRA_1,0.00098,77657.17,1,0.7150974873688846,0
TXN-IN-100095,16.01,CPRA_1,0.00148,61137.42,0,0.6127679060838993,0
TXN-IN-100096,13.61,CPRA_1,0.00361,133563.53,1,0.5897432076015166,0
TXN-IN-100097,21.41,CPRA_2,0.00878,574828.99,0,0.4263235058406514,0
TXN-IN-100098,17.69,CPRA_3,0.03239,322358.97,0,0.689181319820781,0
TXN-IN-100099,19.52,CPRA_3,0.04508,562107.73,0,0.5605217916071659,1
TXN-IN-100100,18.18,CPRA_1,0.00414,10374436.03,0,0.7434856240515738,0
TXN-IN-100101,11.84,CPRA_1,0.00047,149621.16,0,0.7202600497410209,0
TXN-IN-100102,14.37,CPRA_1,0.00036,330808.94,1,0.7511540683911867,0
TXN-IN-100103,14.26,CPRA_2,0.016,206468.85,1,0.41616125343642274,0
TXN-IN-100104,23.31,CPRA_1,0.00294,115885.76,1,0.6994860395483858,0
TXN-IN-100105,17.87,CPRA_1,0.00248,165028.16,1,0.7188021007952127,0
TXN-IN-100106,20.42,CPRA_2,0.01267,47121.94,0,0.5654192045487163,0
TXN-IN-100107,16.23,CPRA_1,0.00483,145581.7,0,0.778102313267204,0
TXN-IN-100108,20.73,CPRA_2,0.01474,61329.81,0,0.34649338920481754,0
TXN-IN-100109,16.99,CPRA_1,0.00222,15715.67,0,0.6117540327684373,0
TXN-IN-100110,16.68,CPRA_2,0.01879,161215.86,0,0.39449154521373997,0
TXN-IN-100111,18.63,CPRA_1,0.00031,12005.91,0,0.8889682157776838,0
TXN-IN-100112,18.17,CPRA_1,0.00178,692165.48,1,0.2528174745373986,0
TXN-IN-100113,39.26,CPRA_1,0.00051,117527.66,0,0.3592293439563409,0
TXN-IN-100114,14.34,CPRA_3,0.03601,225877.42,1,0.8430160123096053,0
TXN-IN-100115,12.79,CPRA_1,0.00272,47343.86,1,0.7888531948167591,0
TXN-IN-100116,19.39,CPRA_1,0.00221,345786.19,0,0.8866855895750951,0
TXN-IN-100117,14.73,CPRA_1,0.00059,54389.42,1,0.8570719342533965,0
TXN-IN-100118,11.73,CPRA_1,0.00411,216236.36,0,0.6947904220699898,0
TXN-IN-100119,13.73,CPRA_1,0.0005,42447.12,1,0.6536829947040984,0
TXN-IN-100120,35.52,CPRA_1,0.00294,72695.11,0,0.9779581119296861,0
TXN-IN-100121,14.26,CPRA_1,0.00204,266234.0,0,0.6474305447861163,0
TXN-IN-100122,12.25,CPRA_2,0.00972,543603.53,1,0.3615693003388845,0
TXN-IN-100123,34.58,CPRA_2,0.01319,15376.37,1,0.6910563495153539,0
TXN-IN-100124,13.64,CPRA_1,0.00393,249545.16,0,0.5973639122992828,0
TXN-IN-100125,44.53,CPRA_2,0.01016,120473.33,0,0.7869283409034776,0
TXN-IN-100126,16.07,CPRA_1,0.00301,65267.29,0,0.40408962531909187,0
TXN-IN-100127,30.31,CPRA_2,0.0115,1543651.74,1,1.0117857357202114,0
TXN-IN-100128,16.58,CPRA_1,0.00206,453608.63,1,0.19732316058034866,0
TXN-IN-100129,20.09,CPRA_3,0.01836,379224.72,0,0.658935007441446,0
TXN-IN-100130,17.08,CPRA_3,0.01814,27330.62,1,0.6872531969559313,0
TXN-IN-100131,16.62,CPRA_1,0.0041,1559946.42,1,0.6108413110714536,0
TXN-IN-100132,18.93,CPRA_2,0.0092,194831.61,1,0.49188309286835474,0
TXN-IN-100133,20.32,CPRA_1,0.00248,45706.49,0,0.4564357207496081,0
TXN-IN-100134,18.51,CPRA_1,0.00087,81943.96,0,0.6731666808553399,0
TXN-IN-100135,17.98,CPRA_1,0.00495,2230212.86,0,0.7947196577043235,0
TXN-IN-100136,14.76,CPRA_2,0.01179,1814082.54,0,0.4545286290666057,0
TXN-IN-100137,17.25,CPRA_1,0.00204,1717283.35,0,0.6147559117340106,0
TXN-IN-100138,28.81,CPRA_2,0.0106,86599.25,1,0.6209634782141648,0
TXN-IN-100139,14.62,CPRA_1,0.00094,254281.72,0,0.6222932586705032,0
TXN-IN-100140,19.09,CPRA_3,0.03462,30906.82,0,1.1046754882550787,0
TXN-IN-100141,25.45,CPRA_3,0.0391,191251.7,1,0.7771666334347279,0
TXN-IN-100142,20.37,CPRA_2,0.01813,29762.84,0,0.5185238961503053,0
TXN-IN-100143,23.39,CPRA_1,0.00242,441673.08,1,0.44456404702472735,0
TXN-IN-100144,13.6,CPRA_2,0.02092,470858.59,0,0.6587927313555535,0
TXN-IN-100145,19.1,CPRA_1,0.00342,52931.05,0,0.7657648551019218,0
TXN-IN-100146,16.38,CPRA_1,0.00439,156196.32,1,0.8129682811763127,0
TXN-IN-100147,16.56,CPRA_1,0.0004,72250.26,0,0.40626401478866486,1
TXN-IN-100148,27.87,CPRA_1,0.00401,35103.45,0,0.5764922117345341,0
TXN-IN-100149,16.62,CPRA_1,0.00069,1502654.47,1,0.7128391200693295,0
TXN-IN-100150,19.28,CPRA_1,0.00356,42583.19,0,0.4255911392961957,0
TXN-IN-100151,12.25,CPRA_2,0.01633,282093.84,1,0.6306896206124474,0
TXN-IN-100152,30.3,CPRA_1,0.00441,1127007.37,0,1.2721694962076187,0
TXN-IN-100153,22.93,CPRA_1,0.00119,79948.46,0,0.7228008310944867,0
TXN-IN-100154,17.42,CPRA_1,0.0037,103298.72,1,0.8028980154522198,0
TXN-IN-100155,16.21,CPRA_2,0.01595,500322.56,1,0.6657021017106601,0
TXN-IN-100156,21.01,CPRA_2,0.01061,1912094.86,0,0.7506231077548458,0
TXN-IN-100157,25.33,CPRA_2,0.00862,38697.22,0,0.34570486615609525,0
TXN-IN-100158,30.46,CPRA_2,0.01153,461755.36,1,0.9887266587673147,0
TXN-IN-100159,22.67,CPRA_1,0.00132,288623.78,0,0.6700444555638635,0
TXN-IN-100160,18.05,CPRA_1,0.00118,705989.88,0,0.8552208002257574,0
TXN-IN-100161,23.86,CPRA_1,0.00056,124092.29,0,0.2944414826512557,0
TXN-IN-100162,22.35,CPRA_3,0.02878,824338.68,0,0.575293949023283,1
TXN-IN-100163,18.07,CPRA_1,0.00049,7373012.95,1,0.7819581291182139,0
TXN-IN-100164,22.13,CPRA_2,0.01447,559434.39,0,0.49654312354790653,0
TXN-IN-100165,21.99,CPRA_1,0.00276,43225.97,1,0.6969293407455377,0
TXN-IN-100166,17.4,CPRA_1,0.0036,266511.88,0,0.5729411419482275,0
TXN-IN-100167,15.48,CPRA_2,0.01346,1122774.12,0,0.5432369079946494,0
TXN-IN-100168,21.37,CPRA_2,0.01756,80666.0,0,0.6948883515382257,0
TXN-IN-100169,13.87,CPRA_1,0.00219,69287.47,1,0.79289707183082,0
TXN-IN-100170,13.34,CPRA_1,0.00402,213762.05,0,0.4946510090456029,0
TXN-IN-100171,19.37,CPRA_1,0.00291,205945.03,1,0.7302747040688831,0
TXN-IN-100172,21.18,CPRA_1,0.00372,11059401.91,0,0.6707008864555433,0
TXN-IN-100173,19.33,CPRA_2,0.0212,216907.23,1,0.5609167470488998,0
TXN-IN-100174,19.97,CPRA_1,0.00299,86839.64,1,0.7608458910321573,0
TXN-IN-100175,21.07,CPRA_1,0.00483,757684.85,1,0.5842545062859174,0
TXN-IN-100176,27.91,CPRA_4,0.08102,21734.72,0,0.5477699704338064,1
TXN-IN-100177,22.8,CPRA_1,0.00329,260369.93,1,0.7397484073988283,0
TXN-IN-100178,22.57,CPRA_1,0.00047,85945.5,1,0.8055779670238665,0
TXN-IN-100179,18.93,CPRA_2,0.01642,308133.93,1,0.6392492643776787,0
TXN-IN-100180,19.14,CPRA_3,0.03481,47344.75,0,0.7633935787969496,0
TXN-IN-100181,17.02,CPRA_2,0.01613,624950.23,1,0.38122850952424653,0
TXN-IN-100182,19.79,CPRA_1,0.00459,891190.56,0,0.7621544209213834,0
TXN-IN-100183,13.74,CPRA_2,0.00454,262635.51,0,0.522000459689083,0
TXN-IN-100184,27.96,CPRA_2,0.02194,17207.03,1,0.6025273129385298,0
TXN-IN-100185,14.43,CPRA_1,0.00054,2171218.94,0,0.7547454358611443,0
TXN-IN-100186,22.79,CPRA_2,0.01807,140324.94,0,0.6827193759381246,0
TXN-IN-100187,26.6,CPRA_1,0.00186,408709.01,1,0.4073644228769023,0
TXN-IN-100188,22.77,CPRA_1,0.00162,484122.57,0,0.6954760819562159,0
TXN-IN-100189,36.9,CPRA_1,0.00191,158124.94,0,0.9225875842512048,0
TXN-IN-100190,11.9,CPRA_3,0.02819,210203.85,1,0.18842694127450815,0
TXN-IN-100191,15.71,CPRA_1,0.00491,64194.11,1,0.7104735994776634,0
TXN-IN-100192,26.44,CPRA_3,0.03021,32877.01,1,0.4188351622478351,0
TXN-IN-100193,13.25,CPRA_3,0.03809,54036.06,1,0.43726561010181453,0
TXN-IN-100194,14.52,CPRA_2,0.01335,343837.73,0,0.4711580092878789,0
TXN-IN-100195,20.64,CPRA_1,0.00345,1311018.73,0,0.3504157181467069,0
TXN-IN-100196,17.99,CPRA_3,0.02544,349707.26,1,0.4514290681935098,0
TXN-IN-100197,20.24,CPRA_2,0.00877,2817999.32,0,0.7516962975108251,0
TXN-IN-100198,18.42,CPRA_1,0.00095,661560.12,0,0.41993971027418975,0
TXN-IN-100199,18.91,CPRA_1,0.00041,379493.74,0,0.8227894297319377,1
TXN-IN-100200,14.82,CPRA_1,0.00459,1204997.14,0,0.5984079550571089,0
TXN-IN-100201,18.74,CPRA_3,0.03483,170026.06,0,0.6495160129037962,0
TXN-IN-100202,15.96,CPRA_3,0.03785,695343.73,0,0.4119271524947571,0
TXN-IN-100203,16.5,CPRA_1,0.00428,232253.99,0,0.8637280098079846,0
TXN-IN-100204,22.68,CPRA_2,0.00738,337011.97,1,0.5408556628352801,0
TXN-IN-100205,13.15,CPRA_1,0.00198,376582.6,1,0.6392832570909275,0
TXN-IN-100206,11.54,CPRA_1,0.00168,61283.61,0,0.8188766092733308,0
TXN-IN-100207,22.12,CPRA_2,0.01279,97569.62,0,0.6555321101723754,0
TXN-IN-100208,18.74,CPRA_2,0.01576,2702395.66,0,0.25565568686489043,0
TXN-IN-100209,26.59,CPRA_1,0.00217,5000.0,1,0.7506964468412435,0
TXN-IN-100210,14.6,CPRA_1,0.00274,63557.67,0,0.47464930412089656,0
TXN-IN-100211,17.25,CPRA_3,0.02815,2470217.57,0,0.6856512373251085,0
TXN-IN-100212,18.18,CPRA_1,0.00078,45626.69,0,0.8423898370987032,0
TXN-IN-100213,15.2,CPRA_3,0.02763,897656.12,0,0.6365882541818885,0
TXN-IN-100214,14.23,CPRA_1,0.00094,86897.44,0,0.5204734333109136,0
TXN-IN-100215,22.5,CPRA_1,0.00066,1552140.81,1,0.4735160530540951,0
TXN-IN-100216,12.96,CPRA_1,0.00027,725915.01,0,0.7472857549128089,0
TXN-IN-100217,13.79,CPRA_1,0.00183,672716.99,1,0.6519643194498417,0
TXN-IN-100218,17.1,CPRA_3,0.03726,289631.75,0,0.5517885045172414,0
TXN-IN-100219,23.4,CPRA_2,0.01001,261035.52,1,0.5092596719289125,0
TXN-IN-100220,15.42,CPRA_2,0.02132,35704.89,1,0.5690546212529122,0
TXN-IN-100221,14.99,CPRA_1,0.00152,123146.73,1,0.5250102796302029,0
TXN-IN-100222,16.83,CPRA_1,0.0016,13047.1,0,0.6386070218444899,0
TXN-IN-100223,19.66,CPRA_1,0.00231,81389.05,0,0.6045052333269479,0
TXN-IN-100224,16.17,CPRA_3,0.03594,694087.73,0,0.7345494598561799,0
TXN-IN-100225,24.45,CPRA_3,0.03336,632474.53,0,0.799922742242475,0
TXN-IN-100226,24.83,CPRA_2,0.01667,14964.4,0,0.3610741686847034,0
TXN-IN-100227,17.1,CPRA_2,0.01182,193602.65,1,0.7698287949164814,0
TXN-IN-100228,32.61,CPRA_2,0.00388,592104.39,0,0.6637189233909826,0
TXN-IN-100229,18.07,CPRA_2,0.01473,20617.64,0,0.8765880819801304,0
TXN-IN-100230,24.53,CPRA_1,0.00399,1080038.99,0,0.5230927044856146,0
TXN-IN-100231,19.49,CPRA_3,0.02654,252667.65,0,1.2592240849153746,0
TXN-IN-100232,19.39,CPRA_1,0.00243,744445.0,1,0.4995375968203228,0
TXN-IN-100233,12.54,CPRA_1,0.00418,168099.4,1,0.4256657537437278,0
TXN-IN-100234,13.59,CPRA_1,0.00324,62425.3,0,0.5081050348699759,0
TXN-IN-100235,16.38,CPRA_1,0.00292,45295.21,1,0.5343230469437757,0
TXN-IN-100236,24.76,CPRA_1,0.00499,149407.0,0,0.49068679627154604,0
TXN-IN-100237,19.58,CPRA_1,0.00328,1378641.93,0,0.6682089362006367,0
TXN-IN-100238,16.42,CPRA_1,0.00065,2905390.63,1,0.46820426269160337,0
TXN-IN-100239,21.25,CPRA_1,0.00103,129317.03,1,0.611572528495848,0
TXN-IN-100240,24.43,CPRA_1,0.00087,1814291.82,0,0.5541004201501427,0
TXN-IN-100241,17.75,CPRA_1,0.00266,1241448.11,0,0.5224502540093826,0
TXN-IN-100242,18.88,CPRA_1,0.00059,222283.13,1,0.5917874764402784,0
TXN-IN-100243,18.18,CPRA_1,0.00443,536946.24,0,0.7182217228574909,0
TXN-IN-100244,17.44,CPRA_1,0.00202,58316.5,1,0.25438905526210853,0
TXN-IN-100245,14.57,CPRA_3,0.017,430215.73,1,0.6959600783475225,0
TXN-IN-100246,14.34,CPRA_1,0.00061,3640959.23,1,0.6018693132158374,0
TXN-IN-100247,21.21,CPRA_1,0.00037,90183.72,0,0.600404880994761,0
TXN-IN-100248,24.6,CPRA_2,0.00863,57132.68,0,0.5256995397431207,0
TXN-IN-100249,16.41,CPRA_1,0.0026,377142.37,0,0.48993457277051683,0
TXN-IN-100250,16.31,CPRA_2,0.00658,663150.7,0,0.35987611870697245,0
TXN-IN-100251,12.14,CPRA_1,0.00195,870833.55,0,0.815150065866931,0
TXN-IN-100252,11.91,CPRA_1,0.00366,22525.53,1,0.5898479769232243,0
TXN-IN-100253,26.91,CPRA_2,0.02004,15024.43,1,0.473260421042416,0
TXN-IN-100254,14.77,CPRA_1,0.00088,21961.47,0,0.6330228552371401,0
TXN-IN-100255,38.04,CPRA_1,0.00131,390205.6,1,1.0317880664787473,0
TXN-IN-100256,15.33,CPRA_1,0.0021,327505.18,1,0.6669911290510457,0
TXN-IN-100257,12.6,CPRA_2,0.00542,33336.85,1,0.5140630208546778,0
TXN-IN-100258,18.22,CPRA_4,0.07201,72192.34,1,0.48113620645205507,0
TXN-IN-100259,22.41,CPRA_1,0.00416,50573.78,0,0.4000209543183207,0
TXN-IN-100260,21.57,CPRA_1,0.00223,2329525.41,0,0.5660533010120925,0
TXN-IN-100261,23.17,CPRA_2,0.01123,399426.71,0,0.7199302336018101,0
TXN-IN-100262,13.99,CPRA_1,0.00098,56049.25,0,0.5542394532669394,1
TXN-IN-100263,26.66,CPRA_1,0.00035,600605.08,0,0.5390780571399314,0
TXN-IN-100264,27.26,CPRA_1,0.00302,1138653.01,0,0.6235905645232103,0
TXN-IN-100265,27.72,CPRA_1,0.00126,52364.52,0,0.790734018069269,0
TXN-IN-100266,19.07,CPRA_1,0.00295,28303.43,0,0.6202587443831169,0
TXN-IN-100267,16.09,CPRA_4,0.10535,249559.38,0,0.7538557423727767,1
TXN-IN-100268,15.75,CPRA_2,0.00962,27436.7,1,0.5216170509684459,0
TXN-IN-100269,12.59,CPRA_1,0.00399,100599.18,1,0.8867668572280922,0
TXN-IN-100270,15.4,CPRA_2,0.01685,103168.09,1,0.6779495959878488,0
TXN-IN-100271,11.48,CPRA_1,0.00397,151186.01,1,0.6298613708626004,0
TXN-IN-100272,12.37,CPRA_1,0.00428,322100.18,1,0.45709396096551,0
TXN-IN-100273,19.01,CPRA_1,0.00348,482408.61,1,0.6883102849384708,0
TXN-IN-100274,16.55,CPRA_1,0.00492,1139545.31,0,0.6861354423718296,0
TXN-IN-100275,18.77,CPRA_1,0.0031,99571.64,0,0.5391406357838975,0
TXN-IN-100276,21.83,CPRA_4,0.12613,58157.78,0,0.6864803697664689,1
TXN-IN-100277,19.8,CPRA_2,0.01086,169357.29,0,0.6525468580683214,0
TXN-IN-100278,19.29,CPRA_2,0.01976,18302.46,0,0.7011866428449007,0
TXN-IN-100279,17.3,CPRA_1,0.00392,1024261.37,1,0.47425668480018845,0
TXN-IN-100280,14.65,CPRA_1,0.00421,255200.5,1,0.869558745016729,0
TXN-IN-100281,13.27,CPRA_2,0.00616,275519.89,0,0.6633674168004133,0
TXN-IN-100282,15.5,CPRA_1,0.00126,19026.1,0,0.6766203201652087,0
TXN-IN-100283,17.38,CPRA_1,0.00193,32088.78,1,0.7687817250182959,0
TXN-IN-100284,17.97,CPRA_2,0.01017,54336.78,0,0.5681516389400625,0
TXN-IN-100285,23.19,CPRA_3,0.02592,2841614.12,0,0.9008171696766214,0
TXN-IN-100286,16.96,CPRA_1,0.00374,378047.62,0,0.40141230493395863,0
TXN-IN-100287,20.79,CPRA_1,0.00415,554268.64,1,0.5502528276100408,0
TXN-IN-100288,12.82,CPRA_3,0.04116,71506.34,1,0.3760729773639544,0
TXN-IN-100289,19.09,CPRA_1,0.00213,746046.03,1,0.4802562945734984,0
TXN-IN-100290,18.7,CPRA_2,0.01194,141806.35,0,0.6976957379502138,0
TXN-IN-100291,26.67,CPRA_3,0.01979,173948.7,0,1.4409861472671337,0
TXN-IN-100292,16.55,CPRA_1,0.00256,359570.61,1,0.7212227054664121,1
TXN-IN-100293,16.38,CPRA_2,0.01522,1261732.25,0,0.6644155629486795,0
TXN-IN-100294,21.88,CPRA_3,0.03111,455928.74,0,1.3831041384899343,0
TXN-IN-100295,13.44,CPRA_1,0.00414,3591945.58,0,0.33510041126072165,0
TXN-IN-100296,18.95,CPRA_4,0.11208,2873246.06,0,0.6526889154955647,1
TXN-IN-100297,13.32,CPRA_4,0.12401,1236654.25,1,1.4342229936226347,0
TXN-IN-100298,31.25,CPRA_1,0.00417,264102.37,0,0.7286693959890238,0
TXN-IN-100299,15.84,CPRA_1,0.00409,1874827.77,1,0.7500326769507324,0
TXN-IN-100300,13.18,CPRA_1,0.00163,45100.03,0,0.7527200716547452,0
TXN-IN-100301,15.47,CPRA_2,0.01404,11622.86,0,0.5490019777084115,0
TXN-IN-100302,18.98,CPRA_3,0.03314,455634.5,0,0.6765779674949627,0
TXN-IN-100303,20.59,CPRA_4,0.15522,1211850.48,1,0.4295946261893968,0
TXN-IN-100304,26.14,CPRA_1,0.00304,36258.07,1,0.8288054431873818,0
TXN-IN-100305,15.05,CPRA_2,0.00735,42160.08,0,0.5351625510417973,0
TXN-IN-100306,22.21,CPRA_4,0.0944,551525.14,0,0.5997581218198836,1
TXN-IN-100307,12.37,CPRA_1,0.00471,266522.9,0,0.44533871616760773,0
TXN-IN-100308,13.81,CPRA_1,0.00153,235097.63,0,0.685449517905546,0
TXN-IN-100309,12.87,CPRA_1,0.00295,425436.46,1,0.4495643093247133,0
TXN-IN-100310,14.48,CPRA_2,0.01511,1280222.88,1,0.4811342146099104,0
TXN-IN-100311,21.88,CPRA_1,0.00495,89019.8,0,0.6037751742650996,0
TXN-IN-100312,15.13,CPRA_1,0.00135,130793.62,1,0.4282256287491015,0
TXN-IN-100313,15.78,CPRA_3,0.02779,280109.35,1,0.6139904821718506,0
TXN-IN-100314,19.13,CPRA_1,0.00448,77299.42,1,0.43622982635652036,1
